text,sentiment,urgency,categories_vector,categories_str
"Wow, a $50 late fee because your website crashed. How convenient for you.",negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I heard a popping sound from the monitor and now it leaks a liquid.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
The software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Really impressed that my next-day delivery took this long. You've invented time travel.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The tracking link you sent isn't working.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"The box had a small dent in it, though the item is fine.",negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Is there a compatibility guide for your software?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
The smartwatch won't turn on after the latest firmware update.!,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"The charger mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The keyboard started smoking while charging. I'm scared to use it.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"Works great overall, but there is a persistent electric burning smell from the mouse.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"The monitor works fine mostly, except it literally sparked and caught fire when I plugged it in.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
When will my next payment be due?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
It's amazing how this laptop doubles as a space heater. Too bad it won't boot up.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"Wow, a $50 late fee because your website crashed. How convenient for you.",negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Can I change the shipping address after the order is placed?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Is there a live chat option available?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
You said 3-5 business days for the refund. It's been three weeks.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
how long does the battery last on the laptop?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Account recovery was super smooth. Thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
The tracking link you sent isn't working.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
How do I view my order history?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I keep getting error code 502 on the mouse. No documentation explains it.,negative,high,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
My order was suddenly cancelled without any notification.,negative,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
Two-factor authentication is not sending me the code.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
How do I change my account email address?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"The charger mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I love that the screen scratched on day one. Gives it that charming used aesthetic.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
The mouse crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
I heard a popping sound from the phone and now it leaks a liquid.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
The keyboard caught on fire when I plugged it in! This is dangerous!,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"It's a beautiful monitor, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
When will my next payment be due?!,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
i was promised a discount but was charged the full amount.!,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
my charger overheated and got so hot it burned my hand.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
I returned the tablet two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
I keep getting error code 502 on the tablet. No documentation explains it.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"Great sound quality, but the casing on the headphones melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The password reset link you sent me has expired.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
The billing statement format is confusing.,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"It's a beautiful headphones, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
How do I reset the headphones to factory settings?!,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
FRAUD! I never purchased a monitor from you but there is a charge on my credit card.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The phone crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
How long does the battery last on the smartwatch?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
is the phone waterproof?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I haven't received my refund for the returned monitor yet. It's been weeks.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
The keyboard crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
"The mouse works fine mostly, except it literally sparked and caught fire when I plugged it in.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The representative I spoke to was incredibly rude and hung up on me.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
how do i view my order history?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
"Wow, a $50 late fee because your website crashed. How convenient for you.",negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Could someone help me understand my latest invoice?,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
It's amazing how this laptop doubles as a space heater. Too bad it won't boot up.,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
It's slightly heavier than I expected.,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
The battery on my charger is visibly swelling. What should I do?,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
how do i update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I'd like to request a refund for the charger I returned last week.,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
I returned the charger two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
I opened the box and the screen on the monitor is completely shattered.,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
i've emailed you five times this week with no response.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
i keep getting error code 502 on the phone. no documentation explains it.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The battery died after one hour of use and won't recharge. Totally defective.,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
how do i view my order history?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
Unacceptable. My account is overdrawn because of an unauthorized charge from your company.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The keyboard crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
I'd like to request a refund for the charger I returned last week.,negative,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"I love the camera quality, but the battery on this monitor is swelling and smells like chemicals.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
What are your support hours?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Thanks for delivering my package to the wrong house. My neighbors appreciate the free gift.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The charger emitted an electric shock when I touched it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
i haven't received my refund for the returned tablet yet. it's been weeks.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Thanks for the copy-pasted email that didn't address my issue at all. Super helpful.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
i placed an order 3 hours ago and it still shows as pending.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I returned the smartwatch two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
I was transferred three times and had to repeat my issue every time.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"Decent performance, but the mouse gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The order confirmation email had the wrong items listed.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
My tablet keeps crashing every time I open the app.,negative,high,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
The headphones crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
FRAUD! I never purchased a phone from you but there is a charge on my credit card.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The setup guide was very clear and helpful.,positive,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"Oh, I just love waiting on hold for 3 hours to be hung up on. Fantastic service!",negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The password reset link you sent me has expired.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"Oh sure, just leave the box in the pouring rain. Brilliant idea.",negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
two-factor authentication is not sending me the code.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
You charged me twice for my headphones and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
Account recovery was super smooth. Thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
Is it possible to combine two orders for shipping?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
Is it possible to combine two orders for shipping?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
My mouse arrived two days early! Great job.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The support article didn't quite answer my specific question.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
i heard a popping sound from the laptop and now it leaks a liquid.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Someone seems to have hacked my account. Please lock it immediately.,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
"The box had a small dent in it, though the item is fine.",negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
There were visible sparks from the tablet power cord. Is this normal?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
What is your refund policy for digital products?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
The agent who helped me was fantastic and resolved my issue immediately.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I placed an order 3 hours ago and it still shows as pending.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I heard a popping sound from the smartwatch and now it leaks a liquid.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I can't remember my username. How do I recover it?,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
You charged me twice for my headphones and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
"The laptop was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Your billing portal is incredibly easy to use.!!,positive,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Is it possible to change my billing date?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
the software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Is it possible to change my billing date?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"Oh sure, just leave the box in the pouring rain. Brilliant idea.",negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Is the mouse waterproof?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Is it possible to combine two orders for shipping?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
"The smartwatch mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Thanks for the copy-pasted email that didn't address my issue at all. Super helpful.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The agent who helped me was fantastic and resolved my issue immediately.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
When will my next payment be due?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
My mouse was supposed to be here for a birthday tomorrow and it's delayed! I'm furious.,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
When will my next payment be due?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Is there a live chat option available?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
